1.000000000000000000e+00,2.999999999999999889e-01,1.651590000000000114e+00,4.100000000000000000e+01
1.000000000000000000e+00,3.399999999999999689e-01,1.594289999999999985e+00,4.200000000000000000e+01
1.000000000000000000e+00,3.800000000000000044e-01,1.550910000000000011e+00,4.200000000000000000e+01
1.000000000000000000e+00,4.199999999999999845e-01,1.515039999999999942e+00,4.100000000000000000e+01
1.000000000000000000e+00,4.599999999999999645e-01,1.499290000000000012e+00,4.100000000000000000e+01
1.000000000000000000e+00,4.999999999999999445e-01,1.500000000000000000e+00,4.200000000000000000e+01
1.000000000000000000e+00,5.399999999999999245e-01,1.507689999999999975e+00,4.100000000000000000e+01
1.000000000000000000e+00,5.799999999999999600e-01,1.528089999999999948e+00,4.400000000000000000e+01
1.000000000000000000e+00,6.199999999999998845e-01,1.545339999999999936e+00,4.100000000000000000e+01
1.000000000000000000e+00,6.599999999999999201e-01,1.558349999999999902e+00,4.300000000000000000e+01
1.000000000000000000e+00,6.999999999999999556e-01,1.604310000000000125e+00,4.100000000000000000e+01
5.000000000000000000e+00,2.999999999999999889e-01,8.447269999999999612e+00,5.700000000000000000e+01
5.000000000000000000e+00,3.399999999999999689e-01,8.026530000000001053e+00,5.800000000000000000e+01
5.000000000000000000e+00,3.800000000000000044e-01,7.738019999999999676e+00,5.700000000000000000e+01
5.000000000000000000e+00,4.199999999999999845e-01,7.602539999999999409e+00,5.700000000000000000e+01
5.000000000000000000e+00,4.599999999999999645e-01,7.521289999999999587e+00,5.800000000000000000e+01
5.000000000000000000e+00,4.999999999999999445e-01,7.500000000000000000e+00,5.500000000000000000e+01
5.000000000000000000e+00,5.399999999999999245e-01,7.518419999999999881e+00,5.600000000000000000e+01
5.000000000000000000e+00,5.799999999999999600e-01,7.601139999999999119e+00,5.600000000000000000e+01
5.000000000000000000e+00,6.199999999999998845e-01,7.689260000000000872e+00,5.800000000000000000e+01
5.000000000000000000e+00,6.599999999999999201e-01,7.796299999999999564e+00,5.900000000000000000e+01
5.000000000000000000e+00,6.999999999999999556e-01,7.884199999999999875e+00,5.900000000000000000e+01
1.000000000000000000e+01,2.999999999999999889e-01,1.670319999999999894e+01,8.400000000000000000e+01
1.000000000000000000e+01,3.399999999999999689e-01,1.615469999999999828e+01,1.050000000000000000e+02
1.000000000000000000e+01,3.800000000000000044e-01,1.557210000000000072e+01,7.900000000000000000e+01
1.000000000000000000e+01,4.199999999999999845e-01,1.518520000000000003e+01,8.200000000000000000e+01
1.000000000000000000e+01,4.599999999999999645e-01,1.500680000000000014e+01,8.100000000000000000e+01
1.000000000000000000e+01,4.999999999999999445e-01,1.500000000000000000e+01,8.000000000000000000e+01
1.000000000000000000e+01,5.399999999999999245e-01,1.505749999999999922e+01,7.900000000000000000e+01
1.000000000000000000e+01,5.799999999999999600e-01,1.522099999999999831e+01,8.200000000000000000e+01
1.000000000000000000e+01,6.199999999999998845e-01,1.538979999999999926e+01,8.300000000000000000e+01
1.000000000000000000e+01,6.599999999999999201e-01,1.572710000000000008e+01,8.000000000000000000e+01
1.000000000000000000e+01,6.999999999999999556e-01,1.589070000000000071e+01,8.000000000000000000e+01
5.000000000000000000e+01,2.999999999999999889e-01,8.547669999999999391e+01,2.390000000000000000e+02
5.000000000000000000e+01,3.399999999999999689e-01,8.066219999999999857e+01,2.370000000000000000e+02
5.000000000000000000e+01,3.800000000000000044e-01,7.841620000000000346e+01,2.480000000000000000e+02
5.000000000000000000e+01,4.199999999999999845e-01,7.611549999999999727e+01,2.370000000000000000e+02
5.000000000000000000e+01,4.599999999999999645e-01,7.523899999999999011e+01,2.510000000000000000e+02
5.000000000000000000e+01,4.999999999999999445e-01,7.500010000000000332e+01,2.380000000000000000e+02
5.000000000000000000e+01,5.399999999999999245e-01,7.517619999999999436e+01,2.340000000000000000e+02
5.000000000000000000e+01,5.799999999999999600e-01,7.542849999999999966e+01,2.640000000000000000e+02
5.000000000000000000e+01,6.199999999999998845e-01,7.688899999999999579e+01,2.400000000000000000e+02
5.000000000000000000e+01,6.599999999999999201e-01,7.806289999999999907e+01,2.450000000000000000e+02
5.000000000000000000e+01,6.999999999999999556e-01,7.874880000000000280e+01,2.440000000000000000e+02
1.000000000000000000e+02,2.999999999999999889e-01,1.707159999999999798e+02,4.850000000000000000e+02
1.000000000000000000e+02,3.399999999999999689e-01,1.600870000000000175e+02,4.870000000000000000e+02
1.000000000000000000e+02,3.800000000000000044e-01,1.550320000000000107e+02,4.910000000000000000e+02
1.000000000000000000e+02,4.199999999999999845e-01,1.516689999999999827e+02,4.900000000000000000e+02
1.000000000000000000e+02,4.599999999999999645e-01,1.500699999999999932e+02,4.740000000000000000e+02
1.000000000000000000e+02,4.999999999999999445e-01,1.500000000000000000e+02,4.760000000000000000e+02
1.000000000000000000e+02,5.399999999999999245e-01,1.502299999999999898e+02,4.820000000000000000e+02
1.000000000000000000e+02,5.799999999999999600e-01,1.517410000000000139e+02,4.800000000000000000e+02
1.000000000000000000e+02,6.199999999999998845e-01,1.532379999999999995e+02,4.750000000000000000e+02
1.000000000000000000e+02,6.599999999999999201e-01,1.556009999999999991e+02,4.750000000000000000e+02
1.000000000000000000e+02,6.999999999999999556e-01,1.583220000000000027e+02,4.730000000000000000e+02
