cumulative energy, local energy at each 100step
18.63,16.5929
18.6306,19.9875
18.6309,13.7151
18.6256,17.4099
18.6259,18.1786
18.6275,14.5423
18.6261,17.0938
18.6236,18.377
18.618,16.4263
18.6165,16.4807
18.6174,23.0413
18.6192,17.5528
18.6174,14.2983
18.6147,18.9852
18.6168,19.1097
18.621,17.79
18.6153,17.7372
18.6161,18.8003
18.617,18.6048
18.6194,15.1534
18.6166,19.2312
18.6143,19.5741
18.6168,20.993
18.617,21.2252
18.617,17.9528
18.6198,21.4099
18.6181,17.8916
18.6162,19.1519
18.6151,23.4377
18.6157,16.3565
18.6141,17.1069
18.6174,21.222
18.6188,17.4218
18.6173,16.9365
18.6193,19.8431
18.6231,23.2107
18.6265,12.9441
18.6309,22.6413
18.6332,22.9298
18.6353,21.3102
18.636,18.9631
18.6412,20.8537
18.6452,19.6952
18.6423,14.4844
18.6461,20.6174
18.6441,22.4247
18.6397,14.2392
18.6382,16.6585
18.6374,22.7252
18.6443,22.0764
18.6446,18.7122
18.6468,23.4295
18.6514,22.8149
18.6567,20.8348
18.6577,13.8511
18.6576,20.8963
18.6553,15.9605
18.6529,17.3326
18.6521,19.4188
18.6515,17.6771
18.6515,17.9181
18.6496,18.3261
18.6487,18.5178
18.6484,19.1514
18.65,16.1619
18.6474,23.281
18.6492,22.8108
18.6493,23.1187
18.6526,24.3352
18.6552,12.581
18.6547,17.3842
18.6562,17.0104
18.6512,19.0265
18.6511,16.8544
18.6527,20.9831
18.6532,15.4947
18.6538,22.4796
18.6561,25.4705
18.6606,21.6161
18.6643,20.6882
18.6616,11.353
18.6549,17.3985
18.6582,22.9835
18.6614,16.3406
18.6603,15.315
18.6639,19.9214
18.6639,17.7128
18.6638,19.1856
18.6628,17.432
18.6622,20.4077
18.666,20.9724
18.6677,20.4101
18.6706,22.2974
18.6723,17.5206
18.6689,16.7231
18.6702,20.5002
18.6695,22.4854
18.6716,17.4148
18.6722,19.6857
18.6733,13.8408
18.6731,19.7874
18.6689,13.4279
18.6728,21.7027
18.676,19.8576
18.6765,20.0969
18.6794,21.8887
18.681,17.1236
18.6792,18.4563
18.6825,20.1771
18.6818,14.4522
18.6815,22.2001
18.6876,23.7352
18.6909,16.617
18.6877,20.7863
18.6868,20.2757
18.6855,12.6257
18.6819,19.8978
18.683,18.295
18.6789,19.3701
18.6777,14.6938
18.6767,21.3028
18.6786,22.1902
18.6831,16.2914
18.6829,21.4991
18.6867,19.2873
18.6855,18.6572
18.6854,16.5917
18.6876,15.8967
18.6839,13.4089
18.6877,20.6671
18.6882,19.5858
18.6821,14.1999
18.682,19.5497
18.6819,14.0779
18.6851,23.1032
18.6862,15.2328
18.6876,19.1591
18.6874,19.4171
18.6855,18.8789
18.6873,19.3285
18.6837,17.5184
18.6833,20.6094
18.6846,18.7761
18.6858,19.889
18.6899,22.6442
18.692,18.7425
18.692,15.8454
18.6905,22.027
18.691,18.1425
18.6909,17.501
18.6925,18.1
18.6949,19.7487
18.6959,18.1106
18.695,15.7575
18.6921,14.0251
18.6923,17.2197
18.694,20.1458
18.6939,17.53
18.6899,15.3788
18.6942,20.0306
18.6933,19.8786
18.6921,14.6203
18.692,16.5433
18.6915,19.6574
18.691,19.0265
18.6932,19.8853
18.6956,15.3086
18.6942,19.93
18.6966,19.6028
18.6956,18.878
18.6999,22.1808
18.7035,17.5322
18.7019,21.3335
18.7053,18.7839
18.7017,15.6009
18.704,21.9451
18.7003,16.4153
18.7035,17.264
18.6992,19.741
18.6993,19.5519
18.699,19.3701
18.7007,19.2757
18.701,21.2993
18.7066,21.5758
18.7062,17.9266
18.7055,23.2036
18.7078,25.3621
18.7118,18.1321
18.7122,20.2059
18.7141,20.0339
18.7142,20.7086
18.7161,17.2329
18.7197,21.1119
18.721,19.0996
18.7146,13.8038
18.7149,24.7981
18.7178,20.7321
18.72,16.9244
18.7175,18.93
18.7158,18.3651
18.7158,10.1359
18.7133,21.6002
18.7145,22.2439
18.7177,20.1382
18.718,21.918
18.7191,26.0221
18.7215,21.17
18.7253,23.8797
18.7276,20.1711
18.7252,15.7303
18.7234,22.8343
18.7253,18.3989
18.7236,14.2078
18.7181,15.655
18.7136,17.9521
18.7146,20.6222
18.7129,8.54397
18.712,19.8137
18.7131,20.2563
18.7168,20.0226
18.7184,20.3358
18.7179,10.611
18.7165,17.7198
18.7179,20.6663
18.7183,19.3114
18.7188,16.251
18.7196,22.0081
18.7228,18.8427
18.7252,23.6116
18.7308,21.3914
18.7302,16.0191
18.7302,19.7674
18.7314,18.0409
18.7336,19.9762
18.7322,16.4847
18.7311,17.8913
18.731,19.2215
18.7358,23.153
18.7377,15.1616
18.7373,17.2877
18.7346,18.3272
18.7322,14.9753
18.7304,13.5624
18.729,19.0723
18.7309,17.6105
18.7319,23.1795
18.7331,22.599
18.732,14.725
18.7286,11.1541
18.7277,19.1047
18.7285,17.1224
18.7265,16.2492
18.7277,18.78
18.7295,22.6557
18.7317,16.6102
18.7298,18.1312
18.7275,16.5585
18.7308,20.7054
18.7312,14.1939
18.7289,17.501
18.728,22.2415
18.7273,18.6203
18.7258,17.1336
18.727,16.8936
18.7275,17.337
18.7263,16.647
18.7282,16.8417
18.7301,22.6023
18.7332,17.8638
18.7331,17.5699
18.7346,23.4419
18.7357,17.7081
18.7363,20.7055
18.7383,17.5684
18.7349,19.5232
18.7372,23.694
18.7373,20.2096
18.7421,20.1412
18.7422,19.9275
18.7433,15.9732
18.7408,16.0346
18.7411,19.2526
18.7413,18.3348
18.74,19.9644
18.7407,16.6186
18.7382,13.3698
18.7378,19.4073
18.7382,19.6616
18.7419,21.4245
18.7458,21.991
18.7467,22.6399
18.748,23.4645
18.7478,16.5262
18.7466,18.6928
18.7466,19.2953
18.7484,18.1559
18.7482,16.7084
18.7453,17.4801
18.7422,15.9361
18.7384,16.4536
18.7377,17.2617
18.738,16.8282
18.7402,14.3305
18.7386,18.7876
18.7423,23.8095
18.7445,18.1516
18.743,16.9941
18.7432,12.7517
18.7371,14.4819
18.7363,18.5468
18.7364,16.6911
18.7344,12.7306
18.7304,23.4379
18.7319,21.608
18.7323,19.6261
18.7326,21.9795
18.7363,16.4662
18.7364,21.7168
18.7369,10.6555
18.7333,16.3988
18.7326,10.601
18.7296,21.3166
18.7315,19.1686
18.7337,19.7117
18.7342,19.8579
18.7347,20.2543
18.7347,18.9179
18.7352,22.1622
18.7349,18.4734
18.7349,16.5974
18.735,20.1886
18.7374,23.7076
18.7411,22.0668
18.7424,19.0841
18.7384,14.4731
18.7349,17.9131
18.7338,17.3929
18.7332,15.3514
18.7324,21.8764
18.7335,20.1623
18.7334,20.1714
18.7354,19.2308
18.7381,19.6388
18.7399,21.6724
18.7423,20.5252
18.744,26.2187
18.7465,21.711
18.7491,21.7627
18.7512,17.2465
18.7485,17.1037
18.7495,17.0745
18.7494,22.812
18.7508,17.3887
18.749,17.7106
18.7491,21.5835
18.7491,12.0896
18.7499,19.935
18.7514,21.8204
18.7527,21.9408
18.7529,21.4582
18.7532,19.8651
18.7541,18.3287
18.7573,19.1004
18.7596,19.8249
18.7606,21.0071
18.7605,18.6162
18.7603,15.4388
18.761,19.1161
18.7583,18.8678
18.7576,16.6793
18.7583,21.8126
18.7612,24.0117
18.7606,12.2611
18.7572,19.1741
18.7545,18.199
18.7547,20.1053
18.7526,16.424
18.7494,18.2452
18.749,16.6994
18.7473,17.1918
18.7478,18.0955
18.7475,18.7029
18.7474,21.9229
18.7506,20.9304
18.7514,19.8821
18.7524,19.3293
18.7548,21.6013
18.7563,15.5463
18.7553,17.4534
18.754,16.1288
18.7527,21.3904
18.7517,17.4755
18.7534,18.2144
18.7538,21.6922
18.7561,25.3265
18.7584,20.7073
18.7547,19.4567
18.7542,17.2083
18.7541,20.4711
18.755,21.7928
18.7521,10.458
18.7494,17.2858
18.7474,13.2226
18.7468,19.1406
18.7439,17.9569
18.7415,15.0702
18.7432,25.0483
18.7443,17.6373
18.7437,14.1163
18.7428,18.2769
18.7425,17.7129
18.7436,18.4253
18.7472,20.0595
18.747,21.9348
18.7465,16.9158
18.7447,19.4437
18.7456,17.8932
18.746,16.809
18.747,20.803
18.7461,19.2718
18.7439,13.8109
18.7398,18.6083
18.7403,19.8554
18.7436,20.586
18.7433,13.614
18.7434,18.7303
18.7417,15.7196
18.7421,19.5492
18.7437,20.2044
18.7447,15.5419
18.7422,17.266
18.7403,21.7407
18.7383,14.3079
18.739,17.6831
18.7365,12.9461
18.7324,15.22
18.7289,16.4754
18.729,18.9026
18.729,18.2953
18.7245,17.3779
18.7222,23.7988
18.7234,20.8688
18.726,21.2476
18.7276,20.7743
18.7257,19.8765
18.7235,14.0393
18.7217,18.1381
18.7234,21.3468
18.7258,18.8431
18.7231,15.2254
18.7239,19.8267
18.7203,17.3571
18.7204,19.4838
18.7202,17.6152
18.7175,19.8666
18.7158,23.2673
18.7177,22.3269
18.7169,17.4519
18.717,20.6214
18.7171,17.3629
18.716,18.7481
18.7178,18.5438
18.7161,16.3548
18.718,23.7809
18.7176,15.3144
18.7137,19.8758
18.7123,21.137
18.7131,22.9647
18.7118,14.2797
18.712,22.2013
18.7147,20.6281
18.7154,19.4872
18.7163,17.8757
18.715,12.183
18.7157,23.8786
18.7148,18.538
18.7146,15.2512
18.7152,20.1158
18.7166,17.9964
18.7159,21.0972
18.7158,16.569
18.7128,15.5532
18.7127,22.2087
18.715,20.5458
18.7147,19.4619
18.7152,15.5526
18.7153,20.1704
18.7144,16.7745
18.7126,16.5546
18.7139,23.3259
18.7149,22.8199
18.7157,23.8812
18.7188,24.2861
18.7208,22.6237
18.7228,17.6662
18.7227,20.6419
18.7234,20.4195
18.7228,16.3123
18.7237,21.1695
18.7247,22.5432
18.726,18.4809
18.7249,15.8068
18.7257,20.6024
18.7268,22.5314
18.7289,20.9299
18.7311,16.5274
18.7306,16.0532
18.7308,19.4609
18.7316,23.3966
18.7336,14.2039
18.7332,20.165
18.7335,20.7295
18.7358,20.4944
18.7358,16.6563
18.7365,19.6933
18.7361,17.6977
18.7357,15.421
18.7345,19.9131
18.7358,24.191
18.7399,20.9227
18.7401,21.4617
18.7429,19.8402
18.7439,17.2794
18.745,19.788
18.744,20.1184
18.7418,18.0411
18.7428,24.9116
18.7439,18.6583
18.7451,17.3328
18.7454,18.7084
18.7444,19.1012
18.7469,21.6173
18.7467,17.3457
18.7484,21.0822
18.7501,23.0452
18.7524,22.3775
18.7538,19.0379
18.7526,20.9743
18.7539,19.3221
18.7536,16.7918
18.7536,17.4911
18.7543,20.2853
18.7556,17.5527
18.7539,21.556
18.7555,20.9934
18.7567,21.2536
18.7561,14.0425
18.7573,22.1998
18.7589,21.0861
18.7599,18.5265
18.7594,18.219
18.7606,17.3556
18.7592,21.3184
18.7606,17.0111
18.7604,18.5445
18.7623,19.0061
18.7611,16.4849
18.7569,7.08196
18.7469,9.11057
18.7411,16.1852
18.7385,19.6096
18.7376,20.0667
18.7385,22.5047
18.7398,16.0902
18.7413,23.0793
18.7431,18.1794
18.7446,23.1247
18.7463,21.2121
18.7456,15.8273
18.7454,21.391
18.7464,15.8551
18.7439,15.1659
18.7454,21.1209
18.747,19.4328
18.7485,18.2789
18.7495,17.4624
18.7482,20.0619
18.7478,16.7155
18.7461,17.5073
18.7472,23.3173
18.7488,21.1039
18.7523,19.2738
18.7532,20.1829
18.754,14.8746
18.7533,18.3233
18.7516,17.7958
18.7532,20.7281
18.7522,17.0646
18.7526,18.1464
18.7505,13.4917
18.7509,18.5605
18.7531,20.1518
18.755,20.8213
18.7564,19.4674
18.7559,21.2559
18.7569,17.9282
18.759,24.3291
18.7592,17.1416
18.7607,21.6337
18.76,18.3563
18.7596,16.7836
18.7594,13.104
18.7573,19.08
18.7597,19.2936
18.7578,19.9972
18.7592,19.6608
18.7605,22.7381
18.76,16.8248
18.7582,19.4323
18.7589,20.7587
18.7587,13.7202
18.7582,19.0092
18.7556,16.2363
18.7564,22.8023
18.7563,19.432
18.7559,17.9877
18.7553,18.4391
18.7552,17.0767
18.7522,19.1985
18.7503,18.0138
18.7488,17.4129
18.7491,15.7967
18.7488,18.6781
18.7469,15.4704
18.7463,21.2459
18.746,16.7475
18.7439,19.708
18.7453,21.7296
18.7462,15.5017
18.7457,19.1025
18.7452,18.1735
18.7445,19.0831
18.7453,21.3961
18.7475,19.5597
18.7485,11.2571
18.747,18.317
18.7469,15.4865
18.7459,21.2141
18.7459,17.9113
18.7455,22.953
18.7459,16.6931
18.7466,17.5208
18.747,19.9086
18.7464,17.1262
18.7442,21.8594
18.7472,24.1407
18.7498,14.2538
18.7495,22.4686
18.7503,19.754
18.7502,21.8058
18.7495,13.1675
18.7469,8.01419
18.7427,12.8373
18.7395,16.0673
18.7388,19.1008
18.7403,17.8479
18.7418,19.2992
18.7431,21.944
18.7441,16.7661
18.7432,20.928
18.7438,22.5363
18.7447,20.0862
18.744,15.6401
18.7435,23.5501
18.7444,13.2889
18.7437,16.1271
18.7456,16.6356
18.7446,19.4226
18.7447,22.9745
18.7467,22.6793
18.745,14.644
18.745,19.4756
18.7459,22.7252
18.7491,21.6954
18.7495,18.3377
18.7509,18.4175
18.7483,20.9367
18.7487,17.7909
18.7503,22.7413
18.7514,17.0543
18.7503,18.9263
18.7486,18.9665
18.7476,14.616
18.7477,22.1345
18.7476,19.242
18.7456,19.1144
18.7474,19.8314
18.7465,17.1739
18.7455,19.7174
18.7442,12.8011
18.7416,15.5746
18.7413,14.8789
18.7392,18.9877
18.7396,20.5853
18.7395,17.6408
18.7376,19.0048
18.7384,19.9672
18.7405,22.4624
18.7414,18.3218
18.7397,14.0475
18.7386,12.929
18.7391,19.7022
18.7413,19.0598
18.7411,19.9777
18.7408,19.64
18.7409,21.2565
18.7415,18.1753
18.7422,20.5419
18.7444,22.5573
18.7461,15.4414
18.7448,21.3294
18.7453,24.3161
18.7469,20.7605
18.7461,14.7828
18.7435,18.2042
18.7425,20.6663
18.7444,21.0087
18.7431,22.4355
18.7439,16.6841
18.7426,22.329
18.7442,18.923
18.7444,20.8072
18.7464,16.066
18.7452,22.6298
18.7468,20.5122
18.7445,15.3619
18.7446,16.1107
18.7445,21.6787
18.7461,20.1265
18.7442,14.7899
18.7438,23.9682
18.7455,19.0432
18.7449,18.7659
18.7455,20.3051
18.7475,23.2303
18.7474,19.582
18.7467,17.6695
18.7461,18.6064
18.7474,22.4648
18.7483,19.5273
18.7498,22.8393
18.7505,19.4689
18.7506,14.1891
18.7486,14.2562
18.7483,20.1845
18.7468,17.1358
18.747,21.5419
18.748,18.2907
18.7493,18.6523
18.751,22.8399
18.7503,18.7798
18.7511,22.455
18.753,19.9637
18.7541,19.5451
18.7523,15.5363
18.7515,12.9488
18.7502,21.6563
18.7501,19.4178
18.749,20.3685
18.7477,7.72191
18.7455,21.3017
18.7454,15.45
18.7452,20.2111
18.7469,17.669
18.7473,17.7825
18.7469,21.0875
18.7488,22.5536
18.7499,21.8082
18.7526,19.1551
18.7507,9.7174
18.7506,17.6881
18.7512,19.8562
18.7522,21.591
18.752,15.4425
18.7522,24.5746
18.754,18.6858
18.754,16.9378
18.7552,23.3391
18.7568,20.5389
18.7576,18.4889
18.7593,19.6151
18.7599,22.3891
18.7582,8.42002
18.7569,21.5567
18.758,16.2224
18.7578,17.2831
18.7585,18.2853
18.7584,20.6488
18.7581,20.225
18.7594,20.727
18.7581,18.1439
18.7599,17.5636
18.7602,16.6774
18.7591,15.8439
18.7597,18.4893
18.7597,16.1376
18.7584,18.1036
18.7556,11.9276
18.7545,13.1605
18.7527,20.4146
18.7537,23.4474
18.7559,21.7313
18.756,14.1149
18.757,21.592
18.7566,20.3031
18.7548,18.6046
18.7541,20.6781
18.7528,14.4657
18.7529,20.661
18.7531,12.3652
18.7526,24.5636
18.754,17.497
18.755,20.363
18.7555,21.6143
18.7583,18.6191
18.7586,15.7521
18.7574,18.8846
18.7581,22.7409
18.7599,20.5543
18.7618,22.4125
18.7619,15.502
18.7614,17.9776
18.7615,17.9433
18.7623,20.3921
18.7633,21.4513
18.7637,13.0591
18.7631,18.6078
18.7627,18.0405
18.7636,21.5444
18.7644,15.9159
18.7633,16.0293
18.7636,21.5437
18.7641,22.6129
18.7669,18.9079
18.7669,13.3207
18.7661,17.7627
18.765,14.4957
18.7644,20.6252
18.7647,21.3681
18.7668,23.662
18.7674,21.9974
