cumulative energy, local energy at each 100step
18.7476,9.03856
18.7475,20.1431
18.7476,19.5003
18.7473,17.6859
18.7474,21.8022
18.7475,16.9163
18.7477,16.4847
18.7477,14.352
18.7477,19.9755
18.7476,11.4058
18.7473,15.576
18.7472,16.0872
18.7472,14.9456
18.7473,19.8784
18.7473,14.4782
18.7472,20.6444
18.7473,17.2813
18.7471,12.0452
18.747,17.2386
18.747,15.607
18.747,16.2724
18.7472,19.9361
18.7474,20.4779
18.7475,22.5245
18.7473,17.4331
18.7474,17.0681
18.7474,21.4693
18.7476,19.9206
18.7477,23.1707
18.7479,20.706
18.7482,20.1014
18.7482,19.7146
18.7482,21.8346
18.7481,17.0969
18.7479,19.338
18.7478,15.6698
18.7476,16.6501
18.7477,16.8305
18.7476,15.2734
18.7477,19.4473
18.7476,13.6497
18.7476,20.5796
18.7476,17.2991
18.7475,21.9691
18.7476,18.6935
18.7476,15.5584
18.7477,18.468
18.7476,17.0024
18.7475,19.2647
18.7474,14.015
18.7476,22.2109
18.7477,20.7057
18.7477,15.7218
18.7476,20.352
18.7477,19.6933
18.7478,22.3968
18.748,19.8862
18.748,19.3112
18.7477,17.1269
18.7479,19.3284
18.748,22.5
18.7482,21.2658
18.7483,21.6907
18.7482,13.027
18.7481,21.61
18.7483,20.8083
18.7484,16.1297
18.7483,25.5178
18.7485,19.9671
18.7484,20.0622
18.7485,20.7412
18.7486,18.6011
18.7486,20.8587
18.7487,17.5628
18.7486,18.11
18.7487,20.4081
18.7487,18.9908
18.7487,18.202
18.7487,21.4996
18.7489,17.9714
18.7488,19.0482
18.7489,21.5132
18.7491,23.2401
18.7493,21.0621
18.7494,20.2111
18.749,19.1809
18.7491,20.6909
18.7494,19.5321
18.7491,19.2499
18.7492,19.7837
18.7493,18.6254
18.7492,20.4541
18.7493,21.8686
18.7494,16.3312
18.7495,19.4716
18.7496,23.4976
18.7498,22.18
18.7499,20.0937
18.75,16.8574
18.7499,17.9616
18.7498,18.2847
18.7499,21.6987
18.7501,18.808
18.7499,18.8728
18.7498,14.7673
18.7498,23.3016
18.7501,17.7129
18.7502,22.9458
18.7503,19.0666
18.7503,20.7335
18.7502,19.7328
18.7504,16.7285
18.7503,20.6963
18.7505,21.1673
18.7507,15.8291
18.7508,16.7593
18.7509,17.8932
18.7506,16.9676
18.7506,18.7692
18.7506,20.0365
18.7508,21.0274
18.7509,18.266
18.751,18.7956
18.751,21.7848
18.7511,20.2331
18.7513,18.7546
18.7514,19.1451
18.7512,15.5562
18.7511,17.3398
18.751,15.3559
18.7511,15.9147
18.751,15.2792
18.7507,19.7365
18.7509,20.9822
18.7509,22.1794
18.751,22.3642
18.751,20.3584
18.7512,18.1077
18.7513,21.0486
18.7515,19.9673
18.7513,18.0623
18.7512,19.6781
18.7513,19.9293
18.7513,18.5376
18.7515,19.2668
18.7516,21.7244
18.7518,17.4635
18.7515,15.9925
18.7515,20.247
18.7517,23.1143
18.7517,21.04
18.7518,13.694
18.7516,18.5933
18.7517,21.593
18.752,19.7441
18.752,17.0927
18.7519,20.3656
18.752,19.5349
18.752,18.8563
18.7523,18.4722
18.7524,20.424
18.7525,22.0921
18.7525,24.3828
18.7527,18.8712
18.7527,20.0651
18.7528,16.7837
18.753,19.9265
18.7528,14.0597
18.7522,12.6464
18.7521,20.9172
18.7524,18.3501
18.7524,22.902
18.7524,16.3193
18.7522,17.9921
18.752,21.7362
18.7521,22.0671
18.7522,22.4826
18.7521,12.649
18.7522,16.8021
18.7519,18.4518
18.752,18.1372
18.7519,19.664
18.7518,19.3532
18.7516,16.4938
18.7517,18.1792
18.7519,21.0795
18.752,19.3592
18.7521,17.2431
18.752,16.3188
18.7521,21.9274
18.7522,22.1539
18.7524,21.6927
18.7526,22.3586
18.7526,18.6082
18.7524,20.9993
18.7525,21.7144
18.7527,23.648
18.7528,23.7459
18.7529,13.0126
18.7528,19.1938
18.753,18.6224
18.7531,18.5757
18.753,18.1972
18.7531,21.8744
18.7531,20.2308
18.7532,22.2023
18.7533,24.6805
18.7534,17.7532
18.7534,21.1148
18.7535,19.1333
18.7535,18.6885
18.7535,19.5004
18.7536,22.609
18.7535,20.8956
18.7536,20.5845
18.7538,20.7574
18.7537,10.3936
18.7535,19.5602
18.7536,15.9581
18.7536,22.1568
18.7535,16.3846
18.7534,19.1277
18.7534,18.7507
18.7536,16.2699
18.7535,12.83
18.7532,19.7457
18.7532,20.4047
18.7532,19.1128
18.7533,17.0138
18.7531,19.1463
18.7531,19.5545
18.7529,21.2156
18.753,15.9248
18.753,19.7092
18.7531,17.6533
18.7532,24.016
18.7535,23.0905
18.7538,20.0655
18.7539,19.4768
18.7539,20.3297
18.754,20.4127
18.754,18.2598
18.754,19.4789
18.7541,18.2478
18.7541,14.6146
18.754,22.6699
18.7542,20.4094
18.7543,13.7518
18.7541,21.2258
18.7541,18.5073
18.7543,23.5781
18.7545,16.7436
18.7545,18.9894
18.7547,24.4751
18.7546,18.7555
18.7547,22.5723
18.7549,23.5914
18.7548,16.3483
18.7549,19.5832
18.7549,12.7684
18.7549,21.1189
18.755,16.5115
18.7546,17.0886
18.7545,16.0426
18.7545,19.7319
18.7544,21.5261
18.7546,17.6558
18.7546,17.4879
18.7544,16.1397
18.7545,21.6773
18.7547,19.8012
18.7549,21.8551
18.7552,22.6681
18.7552,18.5138
18.7553,21.5846
18.7552,18.6317
18.7552,17.7812
18.7552,17.2094
18.7552,17.7468
18.7552,21.5088
18.7554,21.3474
18.7554,20.0858
18.7554,15.6288
18.7554,20.748
18.7552,15.8404
18.7553,20.024
18.7553,19.35
18.7554,22.0388
18.7556,20.2738
18.7556,22.7672
18.7558,20.8516
18.756,17.5324
18.756,17.4992
18.7561,17.8332
18.756,21.3751
18.7561,22.4259
18.7562,19.1146
18.7561,20.5545
18.7561,18.1348
18.756,13.6593
18.756,18.9871
18.7561,18.3868
18.7561,19.8319
18.756,21.1485
18.7561,20.3412
18.7562,18.1448
18.7557,14.1043
18.7555,16.1815
18.7556,24.1658
18.7558,18.5964
18.756,20.4572
18.756,15.7442
18.7555,11.9213
18.7554,17.1248
18.7554,17.7864
18.7556,18.3253
18.7553,18.8787
18.7555,19.8742
18.7557,17.8453
18.7555,13.9973
18.7553,19.4652
18.7553,22.5952
18.7553,18.703
18.7555,18.1804
18.7555,21.4595
18.7555,16.7842
18.7556,15.8826
18.7551,17.799
18.7551,17.9163
18.7552,21.3282
18.7551,16.0383
18.7549,17.3288
18.7549,25.7925
18.7551,21.0198
18.7551,19.7088
18.7551,20.8368
18.7553,22.2339
18.7555,19.5201
18.7557,21.6021
18.756,23.0806
18.7561,21.1791
18.7562,19.7196
18.756,18.133
18.756,19.8024
18.7561,14.9346
18.7558,15.7916
18.756,19.4561
18.7561,22.6633
18.7558,11.4723
18.7557,21.0479
18.7558,18.8125
18.7557,13.7742
18.7556,15.4765
18.7556,22.6759
18.7556,19.3266
18.7559,22.6714
18.7559,19.4008
18.7559,23.5997
18.756,14.3142
18.7559,17.5707
18.7559,18.8184
18.7559,22.561
18.756,17.3055
18.7559,17.6691
18.7558,16.9795
18.7556,17.7573
18.7556,16.8764
18.7555,19.2243
18.7556,14.3013
18.7555,17.334
18.7556,21.3267
18.7556,21.0854
18.7557,23.0873
18.7558,18.9385
18.7559,20.648
18.7559,21.7468
18.756,19.6997
18.7561,24.0784
18.7563,25.627
18.7565,17.519
18.7566,21.4684
18.7565,16.1517
18.7563,13.666
18.7561,12.6187
18.7561,20.9285
18.756,20.1999
18.7562,21.0776
18.7562,13.1873
18.7558,14.3997
18.7557,18.407
18.7558,21.0099
18.7559,20.1907
18.7559,17.8135
18.7559,17.703
18.7557,18.2873
18.7556,14.3311
18.7556,18.2504
18.7558,19.7105
18.7559,18.8532
18.7559,14.3382
18.7559,21.1605
18.756,20.2554
18.7559,19.8492
18.7558,18.4707
18.7555,16.7777
18.7555,20.5055
18.7555,19.8123
18.7552,16.3014
18.755,16.9233
18.7551,14.6538
18.7551,20.7921
18.755,17.4309
18.7551,20.3542
18.755,18.4525
18.7551,13.5997
18.7549,18.2285
18.7548,17.5637
18.7547,20.8229
18.7547,17.5236
18.7545,8.50957
18.7544,18.6298
18.7543,16.5818
18.7544,24.5276
18.7545,18.4998
18.7545,11.955
18.7543,24.5054
18.7543,18.4055
18.7542,13.8242
18.7543,17.8097
18.7543,15.2884
18.754,17.0925
18.7538,18.7313
18.7538,17.6987
18.7536,18.2104
18.7534,19.4204
18.7533,16.7377
18.753,15.2001
18.7531,21.4179
18.7529,15.1539
18.7527,12.4036
18.7526,17.4752
18.7526,20.0908
18.7526,14.2181
18.7525,16.237
18.7524,18.141
18.7526,19.4851
18.7526,19.5854
18.7527,19.6499
18.7528,16.3115
18.7529,13.088
18.7528,17.4249
18.753,21.7974
18.753,22.5944
18.753,18.7274
18.753,17.4796
18.7528,19.0917
18.753,23.8058
18.7533,23.2058
18.7535,20.3559
18.7535,14.5104
18.7535,18.3314
18.7535,15.0099
18.7535,22.2583
18.7536,20.604
18.7531,20.8073
18.7532,19.5374
18.7533,19.5412
18.7532,20.1334
18.7529,15.654
18.753,24.174
18.753,12.5017
18.7529,20.9948
18.753,20.8014
18.7531,19.1649
18.7526,12.6229
18.7526,17.0529
18.7526,21.2707
18.7526,15.8339
18.7526,19.6436
18.7525,14.4537
18.7527,23.544
18.7527,15.6409
18.7527,18.5368
18.7528,22.3516
18.7528,18.6614
18.7527,14.7001
18.7526,18.1875
18.7522,14.6461
18.7522,20.1659
18.7522,17.1995
18.752,17.2789
18.7516,16.9236
18.7516,18.6855
18.7517,18.6047
18.7515,15.2942
18.7514,21.855
18.7513,12.3422
18.7514,20.6084
18.7515,17.3192
18.7512,22.1622
18.7513,19.4844
18.7513,17.5185
18.7512,21.6982
18.7514,18.6701
18.7512,18.9858
18.7512,18.9139
18.7512,21.3397
18.7512,19.4505
18.7512,24.4649
18.7512,18.4099
18.7513,17.4206
18.7511,19.8663
18.751,17.3131
18.751,16.1688
18.7509,20.1003
18.7509,19.3338
18.7507,12.8959
18.7507,19.0103
18.7509,24.0157
18.751,20.5303
18.7511,20.8597
18.7513,19.2115
18.7514,18.0955
18.7517,23.6857
18.7518,17.6808
18.7515,15.7745
18.7517,23.9213
18.7518,18.0364
18.7518,19.9141
18.752,19.7588
18.7519,11.3917
18.7517,17.7911
18.7516,21.5082
18.7518,21.009
18.7517,14.5215
18.7515,14.4896
18.7514,12.4996
18.7513,21.4783
18.7513,22.2397
18.7514,20.3174
18.7515,22.232
18.7516,17.3134
18.7514,19.1815
18.7515,21.9209
18.7516,20.9036
18.7517,18.7746
18.7515,13.4264
18.7513,19.3669
18.7512,18.801
18.7512,15.8981
18.7512,21.5237
18.7512,15.958
18.7512,19.8497
18.7513,20.8611
18.7513,21.2976
18.7514,21.9179
18.7515,13.8843
18.7514,20.5361
18.7516,18.5015
18.7516,19.2897
18.7516,16.3724
18.7515,15.2668
18.7513,15.9316
18.7512,12.5735
18.7511,19.4317
18.7513,21.8045
18.7513,21.4862
18.7511,18.4988
18.7512,14.8992
18.7512,20.7317
18.7509,17.0308
18.7509,15.8772
18.7507,16.446
18.7505,16.1098
18.7505,23.7987
18.7508,22.3264
18.7509,18.7657
18.751,21.2675
18.751,20.2676
18.751,18.108
18.7509,16.1023
18.7509,19.7667
18.7507,15.9032
18.7507,17.5847
18.7507,20.0659
18.7509,18.0835
18.751,20.2056
18.751,18.6839
18.751,20.5721
18.751,17.101
18.7507,14.4442
18.7508,18.1383
18.7509,18.0645
18.7509,16.8817
18.751,18.4807
18.7509,18.9894
18.751,20.217
18.751,17.5794
18.7511,23.2467
18.7512,18.9958
18.7514,21.2843
18.7517,22.6071
18.7518,20.1181
18.7519,16.1778
18.7519,18.5889
18.752,21.0998
18.7518,9.06649
18.7518,22.149
18.7517,14.9721
18.7517,21.7943
18.7519,20.7312
18.7519,19.371
18.7518,15.8443
18.7518,20.1495
18.7519,18.8757
18.752,20.9853
18.7521,18.1507
18.7522,22.1015
18.7522,18.0046
18.7523,21.8652
18.7524,16.5474
18.7524,19.8703
18.7525,22.9749
18.7524,17.3454
18.7523,16.9251
18.7523,21.8034
18.7524,17.9115
18.7524,23.8526
18.7524,19.1738
18.7526,22.6738
18.7526,18.4434
18.7525,23.0568
18.7527,22.2951
18.7529,20.7971
18.753,22.5841
18.7532,18.4437
18.7533,21.4342
18.7534,17.1928
18.7535,19.2835
18.7533,20.3037
18.7533,24.684
18.7534,20.4948
18.7535,18.8408
18.7535,18.2925
18.7536,19.5211
18.7536,19.9645
18.7537,22.5333
18.7538,17.0162
18.7535,11.4015
18.7532,15.3958
18.7532,20.4255
18.7532,19.3137
18.7535,23.3316
18.7535,17.2926
18.7535,18.5869
18.7535,14.6041
18.7532,11.856
18.7531,22.2984
18.7531,21.0361
18.7532,18.2231
18.7531,17.4443
18.7531,22.7265
18.7533,20.7609
18.7532,17.0223
18.7531,22.0558
18.7531,19.7376
18.7532,18.3224
18.7533,19.9943
18.7533,17.2425
18.7534,18.9123
18.7533,12.8053
18.7532,21.6536
18.753,17.8529
18.753,17.2919
18.753,20.893
18.7529,16.9773
18.7528,21.9978
18.7529,18.7823
18.7527,18.2989
18.7528,19.6471
18.7528,12.6762
18.7527,21.4484
18.7526,15.9016
18.7526,16.896
18.7526,20.6534
18.7527,17.1896
18.7526,18.8305
18.7525,24.5037
18.7527,20.6578
18.7529,21.1233
18.7529,18.0325
18.7526,15.6972
18.7528,19.7158
18.7528,21.7306
18.7529,18.5545
18.7528,15.7043
18.7528,22.805
18.753,22.6357
18.7529,19.5162
18.7529,19.4265
18.7529,20.0565
18.7527,14.9229
18.7526,14.6364
18.7527,20.5057
18.7529,21.5061
18.753,22.6274
18.753,20.7747
18.7533,23.9019
18.7534,21.3191
18.7533,15.7579
18.7531,18.9973
18.7531,18.7804
18.753,15.9165
18.7531,21.4663
18.7528,7.42689
18.7526,19.4744
18.7526,23.9595
18.7527,21.2928
18.7528,19.4409
18.7529,18.2577
18.7529,15.1008
18.7527,11.2299
18.7527,18.8069
18.7527,22.5886
18.753,20.2221
18.753,24.6178
18.7531,20.8668
18.7532,20.2462
18.7531,17.7005
18.7529,19.2674
18.753,17.154
18.7531,20.1823
18.7533,21.0333
18.7532,17.9543
18.7532,19.3421
18.7532,18.291
18.7531,13.526
18.7531,21.3922
18.7532,21.6589
18.7533,17.1174
18.7532,22.2896
18.7533,21.1901
18.7534,21.7369
18.7534,14.0193
18.7533,18.936
18.7532,17.1524
18.7531,21.8123
18.7531,19.2034
18.7532,16.5762
18.753,19.439
18.7531,17.2603
18.753,17.516
18.7528,17.2829
18.7527,18.2416
18.7526,17.0242
18.7525,16.3854
18.7525,15.0734
18.7526,21.4047
18.7527,18.4735
18.7528,16.528
18.7528,18.7178
18.753,22.4439
18.7529,17.2117
18.7529,19.819
18.7527,11.2841
18.7528,22.0748
18.7526,20.278
18.7526,17.851
18.7527,20.809
18.7526,16.0404
18.7525,19.51
18.7525,19.3936
18.7526,18.4126
18.7526,19.7097
18.7526,21.4105
18.7525,19.6938
18.7527,13.6975
18.7527,20.8478
18.7527,17.9207
18.7527,19.0909
18.7527,20.8608
18.7526,18.421
18.7523,12.9671
18.7521,17.1612
18.7522,19.6811
18.7523,20.7445
18.7522,17.2745
18.7523,19.9558
18.7522,22.66
18.7524,22.3601
18.7524,20.7917
18.7525,16.6085
18.7525,20.6971
18.7522,12.2118
18.7521,20.4442
18.752,20.6706
18.7521,20.7495
18.7519,13.664
18.7519,22.0577
18.7519,21.5831
18.7518,16.371
18.7517,21.644
18.7518,19.6294
18.7519,17.2278
18.7518,22.8227
18.7521,17.4074
18.7521,18.1228
18.7519,12.4206
18.7519,23.7244
18.752,22.1445
18.7523,19.2096
18.7522,15.0598
18.7521,19.9998
18.752,18.1651
18.7521,24.5511
18.7523,20.9381
18.7525,21.4427
18.7524,11.1301
18.7523,19.34
18.7522,15.5587
18.752,19.9305
18.7517,16.3928
18.7518,23.3418
18.7521,21.7023
18.7521,18.5658
18.7522,24.4578
18.7523,15.9268
18.7522,19.27
18.7521,16.4882
18.752,18.253
18.7518,21.2681
18.7517,18.238
18.7517,15.4226
18.7516,13.3577
18.7515,13.1492
18.7511,18.3863
18.7512,14.5101
18.7512,21.8961
18.7511,14.3013
18.751,13.2285
18.7509,20.3458
18.7509,16.7935
18.7508,19.2217
18.7507,11.387
18.7504,21.4005
18.7503,15.7513
18.7502,18.7063
18.7504,25.8949
18.7506,16.3874
18.7504,16.339
18.7504,20.2896
18.7502,17.508
18.7504,19.145
18.7503,17.1053
18.7503,20.6543
18.7504,18.8646
18.7503,19.803
18.7505,20.441
18.7506,20.3092
18.7505,11.6353
18.7503,21.4078
18.7503,21.23
18.7502,17.5589
18.7503,16.4808
18.7503,17.9887
18.7503,19.2021
18.7501,15.7208
18.75,20.9148
18.75,18.0319
18.7502,17.2586
18.7502,21.7062
18.7504,18.4677
18.7504,21.8867
18.7505,20.7568
18.7506,17.6161
18.7506,21.6107
18.7505,15.7252
18.7506,18.4229
18.7508,23.2566
18.7511,22.0811
18.751,17.4081
18.751,18.4986
18.7511,24.1589
18.7513,20.7585
18.7514,18.6926
18.7513,15.3308
18.7514,21.2314
18.7513,19.8826
18.7511,16.3092
18.7509,20.2331
18.7511,20.5753
18.7511,20.3325
18.7512,15.9598
18.7513,18.6912
18.7513,17.3066
18.7511,17.8232
18.7509,15.4596
18.7508,19.4839
18.7508,16.8436
18.7509,20.6753
18.7508,17.2912
18.7509,19.0533
18.7509,20.8807
18.751,22.6505
18.7509,12.9328
18.7509,14.8502
18.7509,19.4549
18.7509,17.8655
18.7508,17.4085
18.7506,18.1777
18.7507,24.1528
18.7508,18.2855
18.7509,21.7734
18.751,18.8675
18.751,20.6358
18.7511,19.6969
18.7509,20.6274
18.7511,22.5718
18.7512,12.6885
18.7511,17.564
18.7512,20.5728
18.7511,18.5865
18.751,15.7518
18.751,19.9887
18.751,18.2898
18.751,19.0745
18.7512,19.2508
18.7513,20.6366
18.7514,21.7657
18.7514,16.5583
18.7511,15.3395
18.7512,21.965
18.7511,11.9873
18.7509,18.7135
18.7511,22.3073
18.7513,21.9435
18.7513,21.5535
18.7513,20.0339
18.7513,21.2213
18.7515,20.3586
18.7515,19.8145
18.7516,15.9632
18.7516,17.1957
18.7518,23.7758
18.7518,17.3853
18.7519,22.9288
18.752,17.6408
18.752,18.6124
18.7519,19.7357
18.752,21.1859
18.752,20.739
18.7522,17.6495
18.7522,22.7486
18.7524,21.2523
18.7524,18.3802
18.7524,20.0341
18.7523,21.1798
18.7524,18.6425
18.7525,19.7848
18.7526,20.9347
18.7526,18.987
18.7526,16.1565
18.7524,15.4834
18.7522,13.439
18.7522,17.279
18.752,18.7408
18.7521,18.4912
18.7523,20.1038
18.7522,16.1586
18.7518,5.78015
18.7517,21.1908
18.7516,14.8444
18.7515,15.4929
18.7515,20.424
18.7516,21.2372
18.7516,19.8906
18.7516,17.3626
18.7516,17.2885
18.7515,17.2805
18.7515,22.5178
18.7516,20.9271
18.7517,18.1929
18.7517,17.7201
18.7517,16.0787
18.7515,17.4182
18.7515,11.3864
18.7515,22.6668
18.7516,17.3889
18.7517,21.0014
18.7516,22.5551
18.7517,22.7203
18.7519,15.972
18.7519,21.4538
18.7522,17.6492
18.7521,15.8343
18.7521,20.0076
18.7523,21.2825
18.7524,21.7936
18.7526,17.6121
18.7525,18.872
18.7527,23.9454
18.7528,24.2123
18.7529,18.5908
18.753,20.7099
18.7532,22.2142
18.7532,21.8421
18.7533,19.9956
18.7534,18.1178
18.7535,19.6304
18.7536,21.7179
18.7537,20.405
18.7537,18.6285
18.7539,21.4963
18.7539,13.2688
18.7539,15.4151
18.7538,18.5795
18.754,18.954
18.7539,17.1215
18.7538,18.9334
18.7537,14.0583
18.7538,23.8583
18.754,21.9666
18.7541,20.4216
18.7542,17.1498
18.7541,18.5552
18.7542,23.4237
18.7543,18.577
18.7543,16.598
18.7541,16.7851
18.7542,21.7602
18.7543,14.9527
18.7543,21.1271
18.7544,20.377
18.7543,11.1182
18.7539,8.68116
18.7537,20.1625
18.7537,21.9836
18.7539,23.578
18.754,19.5161
18.7541,20.2129
18.7539,10.9372
18.7539,19.6957
18.754,20.2581
18.7541,20.9022
18.7542,17.2258
18.7542,19.9866
18.754,20.0214
18.7541,20.6138
18.7542,16.9087
18.7541,19.1513
18.7542,22.0637
18.7541,16.4261
18.7539,18.8324
18.754,21.4084
18.754,20.8066
18.754,17.9625
18.7542,22.0593
18.7541,18.6744
18.754,20.4159
18.7539,19.3594
18.7539,15.7797
18.7538,20.8456
18.754,20.5477
18.7539,15.5703
18.7539,16.825
18.754,23.4266
18.7538,9.1144
18.7537,20.5705
18.7538,19.2828
18.7538,16.6905
18.7537,19.5554
18.7536,20.2868
18.7536,20.3856
18.7534,16.4211
18.7532,21.182
18.7532,16.2272
18.7531,21.1116
18.753,16.9006
18.7531,17.7588
18.7531,20.8335
18.753,14.6345
18.7529,16.8662
18.7527,16.8665
18.7526,17.7993
18.7527,23.0984
18.7529,20.3924
18.7531,19.447
18.7532,13.0267
18.7532,21.2025
18.7531,23.8984
18.7532,22.5892
18.7533,18.3165
18.7531,14.2875
18.753,16.4951
18.753,18.8325
18.753,15.9263
18.7531,15.3958
18.753,18.2585
18.7531,19.6889
18.7531,18.3847
18.7531,23.2249
18.7533,21.8436
18.7535,22.6702
18.7537,18.6373
18.7535,14.2517
18.7535,20.4515
18.7535,21.7464
18.7536,20.7245
18.7539,21.9274
18.7539,19.1716
18.7537,13.0411
18.7536,22.3869
18.7537,21.0773
18.7537,18.0418
18.7538,19.9449
18.754,19.4327
18.754,14.1069
18.7536,6.2126
18.7535,17.4315
18.7534,18.3958
18.7535,19.2628
18.7536,17.1955
18.7536,17.2002
18.7538,22.215
18.7538,17.0405
18.7539,22.9954
18.7541,18.6955
18.754,21.8734
18.7542,20.3393
18.7542,15.5276
18.7542,17.2041
18.7541,21.5546
18.7541,18.6273
18.7541,15.3616
18.7541,20.8721
18.7542,16.5875
18.754,16.4366
18.7541,20.9368
18.754,15.8229
18.7539,17.5058
18.7539,19.1025
18.7538,18.6001
18.7539,19.5309
18.754,17.4121
18.754,20.0673
18.7541,18.2056
18.7539,13.203
18.7538,21.7057
18.7538,17.0549
18.7537,17.4123
18.7538,23.0553
18.754,23.928
18.7542,19.7761
18.7542,22.4553
18.7544,22.8245
18.7543,16.9748
18.7541,19.2995
18.7541,21.8435
18.7542,19.5536
18.7542,17.5446
18.7542,21.1501
18.7543,21.7483
18.7544,24.9077
18.7545,16.9753
18.7548,20.3309
18.7549,23.1702
18.755,17.2345
18.7548,20.7635
18.7548,17.8834
18.7549,22.2185
18.7551,18.5295
18.7551,18.0403
18.7551,18.8657
18.7551,16.0117
18.7548,15.8737
18.7547,16.3225
18.7547,21.493
18.7548,21.1597
18.7548,20.2693
18.7549,21.3697
18.7549,19.3601
18.7551,23.5288
18.7551,18.8635
18.7549,12.9639
18.7548,18.9162
18.7548,20.5739
18.7548,20.2057
18.7549,24.2858
18.7551,19.8571
18.7552,19.4875
18.7551,15.6511
18.755,15.5076
18.755,18.7913
18.7551,20.7991
18.7551,16.4206
18.7551,22.7961
18.7552,19.7472
18.7552,21.9536
18.7549,20.9505
18.7548,19.6112
18.7548,14.5536
18.7547,24.1411
18.7549,22.0133
18.755,20.9814
18.7552,20.2573
18.7552,15.6988
18.755,17.1565
18.7551,18.0239
18.7552,19.7292
18.7551,17.1623
18.7551,20.237
18.7551,12.9442
18.755,19.193
18.7549,21.8459
18.7551,20.6501
18.7553,23.2068
18.7552,16.6788
18.7553,19.8317
18.7554,19.3337
18.7553,19.3237
18.7555,18.5085
18.7554,17.2984
18.7555,17.1483
18.7553,14.6069
18.7553,23.2922
18.7554,20.5508
18.7554,15.4725
18.7554,17.0756
18.7553,14.8818
18.7552,20.0052
18.7553,22.1507
18.7555,19.5386
18.7554,18.4436
18.7555,23.0527
18.7557,21.1192
18.7559,20.6522
18.7558,13.7496
18.7558,13.83
18.7555,17.9646
18.7554,19.9904
18.7555,18.5204
18.7555,18.4003
18.7555,20.642
18.7555,18.476
18.7553,17.0165
18.7554,20.381
18.7554,19.7682
18.7553,16.7487
18.7552,19.2453
18.755,18.3425
18.7549,16.4485
18.7547,16.341
18.7545,21.7648
18.7546,19.9189
18.7548,22.667
18.755,19.8226
18.7551,20.2567
18.7549,19.5213
18.7548,20.2748
18.7549,13.8695
18.7547,19.0045
18.7547,16.8588
18.7546,19.4607
18.7545,14.5914
18.7547,22.86
18.7547,17.6221
18.7547,18.0134
18.7546,19.6633
18.7548,21.6756
18.7549,21.9141
18.7549,18.6839
18.7549,20.1221
18.7549,18.69
18.7551,21.4377
18.7549,21.7199
18.755,18.5355
18.755,21.9581
18.7549,19.1068
18.7549,18.4975
18.7548,17.6711
18.7546,18.0783
18.7547,14.8669
18.7548,22.9523
18.7549,19.9909
18.755,19.7518
18.7551,16.9841
18.7551,24.0142
18.7552,16.5574
18.755,13.9445
18.7548,14.9388
18.7547,11.0755
18.7546,16.3851
18.7547,20.0836
18.7549,20.5831
18.7547,15.5058
18.7548,10.6403
18.7548,17.4922
18.7547,17.3412
18.7547,17.8561
18.7547,16.2159
18.7547,16.7773
18.7546,21.6062
18.7548,21.0242
18.7549,17.1768
18.7547,13.8023
18.7547,14.796
18.7549,21.6896
18.755,21.6946
18.7552,19.8839
18.755,19.1056
18.7551,21.2762
18.7551,19.857
18.7553,15.6367
18.7552,21.2246
18.7553,20.3005
18.7552,19.2003
18.7553,20.9789
18.7553,19.6541
18.7555,20.1206
18.7555,18.519
18.7555,18.7988
18.7555,21.2537
18.7557,18.8542
18.7557,21.8677
18.7557,17.8378
18.7559,20.2941
18.7559,18.8244
18.7561,23.8517
18.7562,19.9706
18.7561,16.6411
18.7563,23.0965
18.7563,19.3192
18.7564,19.2077
18.7564,15.5047
18.7564,16.1167
18.7563,15.2204
18.7563,20.0158
18.7564,19.6992
18.7566,20.295
18.7568,21.2038
18.7568,21.9074
18.7568,21.4971
18.7569,16.8072
18.7569,19.0671
18.7569,19.7025
18.7567,17.7645
18.7567,20.0295
18.7566,13.7183
18.7566,22.3679
18.7567,20.7333
18.7568,24.1618
18.7567,17.6588
18.7568,21.2847
18.7568,19.4262
18.7568,15.5431
18.7568,14.6209
18.7565,17.5546
18.7565,19.7047
18.7566,21.1987
18.7567,19.2442
18.7569,23.8272
18.757,18.0758
18.7571,21.1724
18.7569,11.8669
18.7568,19.2742
18.7565,19.5794
18.7567,20.3358
18.7565,13.5625
18.7565,19.2196
18.7563,17.2901
18.7564,19.2049
18.7564,21.0674
18.7563,18.9028
18.7562,23.5639
18.7564,20.3515
18.7566,21.7098
18.7567,19.5438
18.7567,16.4117
18.7566,19.5576
18.7565,19.9829
18.7566,16.9212
18.7565,13.5143
18.7562,10.1364
18.756,16.0548
18.7559,20.4495
18.756,21.3031
18.7559,15.8575
18.756,21.09
18.756,18.4361
18.7561,15.69
18.7559,16.8761
18.7558,15.2825
18.7557,19.8464
18.7557,20.312
18.7554,16.7519
18.7551,19.755
18.7551,22.6595
18.7552,23.893
18.7551,19.3878
18.7553,18.8424
18.7552,19.137
18.7554,22.1461
18.7555,13.0772
18.7553,15.2352
18.7554,17.7371
18.7549,14.7783
18.7549,16.7614
18.7549,21.8255
18.7548,16.966
18.755,22.0757
18.7551,21.0695
18.7549,16.8754
18.7551,20.5817
18.755,17.4607
18.755,18.7134
18.7549,14.6416
18.755,20.8572
18.755,16.9659
18.7548,13.7732
18.7548,19.4272
18.7547,19.903
18.7546,15.9719
18.7544,15.7279
18.7545,19.6553
18.7546,19.8827
18.7546,16.6327
18.7545,21.0789
18.7544,15.2114
